"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 01, 2019","28,250.0","27,700.0","28,400.0","27,700.0","4.48M","1.99%"
"Sep 30, 2019","27,700.0","26,650.0","28,050.0","26,650.0","3.49M","3.94%"
"Sep 27, 2019","26,650.0","26,500.0","26,700.0","26,400.0","2.11M","0.57%"
"Sep 26, 2019","26,500.0","26,400.0","26,600.0","26,350.0","1.92M","0.19%"
"Sep 25, 2019","26,450.0","26,250.0","26,450.0","26,200.0","1.22M","0.76%"
"Sep 24, 2019","26,250.0","26,350.0","26,400.0","26,100.0","1.31M","-0.57%"
"Sep 23, 2019","26,400.0","26,350.0","26,400.0","26,250.0","924.71K","0.19%"
"Sep 20, 2019","26,350.0","26,350.0","26,500.0","26,300.0","1.21M","0.00%"
"Sep 19, 2019","26,350.0","26,050.0","26,450.0","26,050.0","1.61M","0.96%"
"Sep 18, 2019","26,100.0","26,150.0","26,250.0","26,050.0","905.56K","-0.38%"
"Sep 17, 2019","26,200.0","26,250.0","26,300.0","26,000.0","1.57M","-0.38%"
"Sep 16, 2019","26,300.0","25,950.0","26,400.0","25,950.0","2.23M","1.15%"
"Sep 13, 2019","26,000.0","25,650.0","26,200.0","25,550.0","1.83M","1.17%"
"Sep 12, 2019","25,700.0","25,400.0","25,750.0","25,300.0","1.30M","1.18%"
"Sep 11, 2019","25,400.0","25,400.0","25,450.0","24,900.0","1.30M","0.00%"
"Sep 10, 2019","25,400.0","25,550.0","25,550.0","24,850.0","1.23M","-0.39%"
"Sep 09, 2019","25,500.0","25,550.0","25,600.0","25,250.0","806.82K","0.00%"
"Sep 06, 2019","25,500.0","25,500.0","25,600.0","25,250.0","996.76K","-0.20%"
"Sep 05, 2019","25,550.0","25,600.0","25,600.0","25,250.0","909.79K","0.00%"
"Sep 04, 2019","25,550.0","25,650.0","25,850.0","25,450.0","976.20K","-0.58%"
"Sep 03, 2019","25,700.0","25,900.0","25,950.0","25,600.0","1.40M","-1.15%"
"Aug 30, 2019","26,000.0","26,150.0","26,350.0","25,800.0","1.03M","-0.95%"
